image_name,prompt,seed,cfg_scale,steps,sampler,source_json,image_path,prompt_length,blip_caption
12d6282e-ce5f-4446-8185-c10493c1d49e.png,"photo cartoon illustration comic manga painting of cloakroom environement : 6 fantasy environement, digital painting, volumetric lighting by feng zhu, 3 d alejandro alvarez alena aenami artworks in 4 k beeple, by thomas kinkade hearstone league of legends dofus overwatch ",1582655079,7.0,50,k_lms,part-000003.json,/content/images/part-000003/12d6282e-ce5f-4446-8185-c10493c1d49e.png,40,the art of league league league league league league league league league league league league league league league league league league
2e108b80-f30d-4aaa-83af-c8514ad83c91.png,"photo cartoon illustration painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital painting, intricate detail, unreal engine, 8 k, super sharp, volumetric lighting, artstation ",3685331424,7.0,50,k_lms,part-000003.json,/content/images/part-000003/2e108b80-f30d-4aaa-83af-c8514ad83c91.png,35,a dark room with neon lights and a lot of junks
d5a03f3f-2a8b-4132-9afa-e620bb1ae515.png,"photo cartoon illustration painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital painting, intricate detail, unreal engine, 8 k, volumetric lighting, vulcan render artstation artstation artstation artstation artstation artstation ",3987291150,-25.0,50,k_lms,part-000003.json,/content/images/part-000003/d5a03f3f-2a8b-4132-9afa-e620bb1ae515.png,40,a white car driving down a road next to a lush green field
390c7e93-d6ba-4c1d-a7b4-f329391d3887.png,"symmetry!, a surreal * * cognitive illusion * * of a black girl in a galactic flower garden, by oleg shupliak and jeffrey smith and dan mumford, oil on canvas, afrofuturism!, surrealism, astrophotography ",2552889754,7.0,50,k_lms,part-000003.json,/content/images/part-000003/390c7e93-d6ba-4c1d-a7b4-f329391d3887.png,33,a woman with a brain in her head
63714301-41d9-46d3-ada5-d4b5ae6c7719.png,"photo cartoon illustration manga painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital painting, intricate detail, unreal engine, 8 k, volumetric lighting, artstation ",1732026299,7.0,50,k_lms,part-000003.json,/content/images/part-000003/63714301-41d9-46d3-ada5-d4b5ae6c7719.png,34,a futuristic city with lots of neon lights
881276e7-9bdf-49fd-a06c-789789a12003.png,"photo manga illustration painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital painting, intricate detail, unreal engine, 8 k, volumetric lighting, vulcan render artstation artstation artstation artstation artstation artstation ",3987291150,15.0,50,k_lms,part-000003.json,/content/images/part-000003/881276e7-9bdf-49fd-a06c-789789a12003.png,40,a futuristic city with a large window and lots of machinery
b381a6b3-11a0-47e1-9d9d-80e437432df3.png,"a surreal * * cognitive illusion * *, galactic flower garden, by oleg shupliak and jeffrey smith and dan mumford, oil on canvas, afrofuturism!, surrealism, astrophotography ",2814633108,7.0,50,k_lms,part-000003.json,/content/images/part-000003/b381a6b3-11a0-47e1-9d9d-80e437432df3.png,26,"a painting of a psychedelic landscape with a large, colorful flower field"
aee4e43c-72cf-4c16-b062-6febe0647013.png,"photo cartoon illustration comics painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital painting, intricate detail, unreal engine, 8 k, volumetric lighting, artstation ",3987291150,7.0,50,k_lms,part-000003.json,/content/images/part-000003/aee4e43c-72cf-4c16-b062-6febe0647013.png,34,a room with lots of tools and equipment
a5b18bd3-3631-458d-9ee0-b4fd7f85a859.png,"photo manga illustration painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital painting, intricate detail, unreal engine, 8 k, volumetric lighting, vulcan render artstation artstation artstation artstation artstation artstation ",3987291150,7.0,50,k_lms,part-000003.json,/content/images/part-000003/a5b18bd3-3631-458d-9ee0-b4fd7f85a859.png,40,a futuristic city with lots of machinery and machinery
8d9b0f6e-7eae-497d-9e9f-50fed10bb343.png,"a surreal * * cognitive illusion * *, galactic flower garden, by oleg shupliak and jeffrey smith and thomas kinkade, oil on canvas, afrofuturism!, surrealism, astrophotography ",2865758934,7.0,50,k_lms,part-000003.json,/content/images/part-000003/8d9b0f6e-7eae-497d-9e9f-50fed10bb343.png,26,a painting of a hand holding a ball in the middle of a field
29a7f121-fb3d-4289-af9b-2397fd961229.png,"a surreal * * cognitive illusion * *, galactic flower garden, by oleg shupliak and jeffrey smith and thomas kinkade and wayne barlowe, oil on canvas, afrofuturism!, surrealism, astrophotography ",823037051,7.0,50,k_lms,part-000003.json,/content/images/part-000003/29a7f121-fb3d-4289-af9b-2397fd961229.png,29,a painting of mushrooms and other plants in a field
84247197-c4cb-44ea-884e-1f283d3d8405.png,"photo manga illustration painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon monitor lighting, noir, digital painting, intricate detail, unreal engine, 8 k, volumetric lighting, vulcan render artstation artstation artstation artstation artstation artstation ",3506481270,7.0,50,k_lms,part-000003.json,/content/images/part-000003/84247197-c4cb-44ea-884e-1f283d3d8405.png,41,a futuristic office with lots of equipment
31856df3-e599-40b5-84a9-490ae2583357.png,"photo manga illustration comics painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital painting, intricate detail, unreal engine, 8 k, volumetric lighting, artstation ",3987291150,7.0,50,k_lms,part-000003.json,/content/images/part-000003/31856df3-e599-40b5-84a9-490ae2583357.png,34,a room with lots of different items and equipment
31c31e07-4f8a-4e66-976d-a88df41b62be.png,"gnostic goddess, highly detailed, digital painting, trending on artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and magali villeneuve ",3924448554,7.0,50,k_lms,part-000003.json,/content/images/part-000003/31c31e07-4f8a-4e66-976d-a88df41b62be.png,23,a woman with wings and a crown on her head
71ea0e92-bac1-4015-9b07-c5599c2f11b4.png,"photo manga illustration blueprint of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital painting, intricate detail, unreal engine, 8 k, volumetric lighting, vulcan render artstation artstation artstation artstation artstation artstation ",3685331424,7.0,50,k_lms,part-000003.json,/content/images/part-000003/71ea0e92-bac1-4015-9b07-c5599c2f11b4.png,40,a black and white photo of a factory
e24eaff1-3bce-4f28-a317-12636ca4c6ce.png,"photo manga illustration comics painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, noir, digital painting, intricate detail, unreal engine, 8 k, volumetric lighting, artstation ",3506481270,7.0,50,k_lms,part-000003.json,/content/images/part-000003/e24eaff1-3bce-4f28-a317-12636ca4c6ce.png,32,a room filled with lots of different items
6ab069f6-5feb-4e83-b6fd-7a35f76b33e8.png,hybrid crossbred chimera animal of a cat and a sloth. photorealistic. highly detailed digital concept art. ,2814591497,7.0,50,k_lms,part-000003.json,/content/images/part-000003/6ab069f6-5feb-4e83-b6fd-7a35f76b33e8.png,16,a cat with a pink nose
6d352787-733a-4ba0-b266-20e43743d4ad.png,"a surreal * * cognitive illusion * *, galactic flower garden afro girl, by oleg shupliak and jeffrey smith and thomas kinkade, oil on canvas, afrofuturism!, surrealism, astrophotography ",2148101345,7.0,50,k_lms,part-000003.json,/content/images/part-000003/6d352787-733a-4ba0-b266-20e43743d4ad.png,28,a woman with afro hair and flowers on her head
e7892abf-9ad6-42be-a4f9-0595539f0dad.png,"concept art of octopus attack, lovecraftian, lots of teeth, melting horror, fighting the horrors of the unknown with laser guns ",2077066986,7.0,50,k_lms,part-000003.json,/content/images/part-000003/e7892abf-9ad6-42be-a4f9-0595539f0dad.png,20,"an octopus octopus tentacles are a great addition to any octopus tattoo, octopus tattoo, octopus art, octopus tattoo"
1e9bafe4-72ab-4f5d-88f7-7e9eeb17163b.png,"photo manga illustration comics painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation ",1732026299,7.0,50,k_lms,part-000003.json,/content/images/part-000003/1e9bafe4-72ab-4f5d-88f7-7e9eeb17163b.png,34,a futuristic city with neon lights and neons
173f640e-6b91-4ebc-b188-43d150efb54f.png,"photo manga lineart blueprint of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, noir, digital painting, intricate detail, unreal engine, 8 k, volumetric lighting, vulcan render artstation artstation artstation artstation artstation artstation ",3506481270,7.0,50,k_lms,part-000003.json,/content/images/part-000003/173f640e-6b91-4ebc-b188-43d150efb54f.png,38,a black and white photo of a room with lots of equipment
4c3daf3a-1a7b-4aee-92f1-62dd0e3e0e09.png,"a surreal * * cognitive illusion * *, ( galactic flower garden )!, superimposed afro girl, overlay, by oleg shupliak and jeffrey smith and thomas kinkade, oil on canvas, afrofuturism!, surrealism, astrophotography ",2933170965,7.0,50,k_lms,part-000003.json,/content/images/part-000003/4c3daf3a-1a7b-4aee-92f1-62dd0e3e0e09.png,32,a painting of two women in a field of flowers
052f2382-e0b8-43b8-9776-e095a0284104.png,zoological portrait of an eyeball octopus by kuldar leement and ruan jia and brad rigney and micha karcz and brad rigney ,1203544051,7.0,50,k_lms,part-000003.json,/content/images/part-000003/052f2382-e0b8-43b8-9776-e095a0284104.png,21,an octopus with a large tentacles and tentacles
d5e0464e-2a1a-4dff-a41b-27e7093d02f4.png,"photo manga illustration comics painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital painting, intricate detail, unreal engine, 8 k, volumetric lighting, artstation ",3987291150,7.0,30,k_lms,part-000003.json,/content/images/part-000003/d5e0464e-2a1a-4dff-a41b-27e7093d02f4.png,34,a room with lots of different items and equipment
05c575e7-a9d0-4638-9fc7-c6b2e914e4e6.png,"a surreal * * cognitive illusion * *, ( galactic flower garden )!, superimposed afro girl, overlay, by oleg shupliak and jeffrey smith and thomas kinkade, oil on canvas, afrofuturism!, surrealism, astrophotography ",3235620107,7.0,50,k_lms,part-000003.json,/content/images/part-000003/05c575e7-a9d0-4638-9fc7-c6b2e914e4e6.png,32,a painting of a woman with afro hair and flowers
b8e72319-60f2-4a4b-9c5f-0517b20a4ab8.png,"photo manga illustration comics painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation ",3685331424,7.0,25,k_lms,part-000003.json,/content/images/part-000003/b8e72319-60f2-4a4b-9c5f-0517b20a4ab8.png,34,a futuristic city with lots of buildings and a lot of lights
cc04c5f0-1263-4562-a95d-1d4415a331f8.png,zoological portrait of a 6 eyed human insect by kuldar leement and ruan jia and brad rigney and micha karcz and brad rigney ,3410899758,7.0,50,k_lms,part-000003.json,/content/images/part-000003/cc04c5f0-1263-4562-a95d-1d4415a331f8.png,23,a giant creature with horns and horns on its head
9417e367-bf6e-4d21-a3ba-882e53b24634.png,"a surreal * * cognitive illusion * * of an afro nebula, by oleg shupliak and jeffrey smith and thomas kinkade, oil on canvas, afrofuturism!, surrealism, astrophotography ",535133808,7.0,50,k_lms,part-000003.json,/content/images/part-000003/9417e367-bf6e-4d21-a3ba-882e53b24634.png,27,two people holding a heart shaped balloon in the sky
4e6a2611-e5bd-477a-adca-abbc2a3b6f4b.png,"photo manga illustration comics painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, realistic digital painting, intricate detail, unreal engine, 8 k, volumetric lighting, artstation ",1732026299,7.0,50,k_lms,part-000003.json,/content/images/part-000003/4e6a2611-e5bd-477a-adca-abbc2a3b6f4b.png,35,a futuristic city with neon lights and neons
0c2e0af5-19a0-4a5e-a53a-7fe91494cfd5.png,"photo manga illustration comics painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation do not draw that fox in picture 3 ",3506481270,7.0,45,k_lms,part-000003.json,/content/images/part-000003/0c2e0af5-19a0-4a5e-a53a-7fe91494cfd5.png,42,a room with lots of computers and other items
514da8f7-47a5-4f9e-b198-e09eff934e74.png,zoological portrait of a human insect with symmetrical glowing compound eyes by kuldar leement and ruan jia and brad rigney and micha karcz and brad rigney ,3410899758,7.0,50,k_lms,part-000003.json,/content/images/part-000003/514da8f7-47a5-4f9e-b198-e09eff934e74.png,26,a close up of a beetle with red eyes
f0d9a615-3be4-4727-88aa-d4798a6ad69e.png,"photo manga illustration comics painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation do not draw that fox in picture 3 ",3685331424,9.0,50,k_lms,part-000003.json,/content/images/part-000003/f0d9a615-3be4-4727-88aa-d4798a6ad69e.png,42,a room with lots of books and a lot of books
9e2cb0ef-0b69-4b06-9c33-b5d2e61d6406.png,"realistic photo manga illustration comics painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, realistic digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation ",3685331424,7.0,50,k_lms,part-000003.json,/content/images/part-000003/9e2cb0ef-0b69-4b06-9c33-b5d2e61d6406.png,36,a futuristic city with lots of glass and metal
4673e9c8-ad77-4a66-af8e-03d763e97335.png,"a surreal * * cognitive illusion * * of an afro nebula, by oleg shupliak and jeffrey smith, oil on canvas, afrofuturism!, surrealism, astrophotography ",3867428647,7.0,50,k_lms,part-000003.json,/content/images/part-000003/4673e9c8-ad77-4a66-af8e-03d763e97335.png,24,a painting of a woman with a green face and a red background
52e9598f-fb05-4ecc-91c1-b0166bc9d6cf.png,"a spooky scarecrow holding a match, wearing a top hat in front of an old cemetery on fire by josan gonzalez splash art graphic design color splash high contrasting art, fantasy, highly detailed, art by greg rutkowski ",1399057194,10.0,50,k_lms,part-000003.json,/content/images/part-000003/52e9598f-fb05-4ecc-91c1-b0166bc9d6cf.png,37,a man in a top hat and top hat with a burning cigarette
6eab63ed-44f7-4c53-895f-e06d6700d0b8.png,"realistic photo manga illustration comics painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation ",3685331424,7.0,50,k_lms,part-000003.json,/content/images/part-000003/6eab63ed-44f7-4c53-895f-e06d6700d0b8.png,35,a futuristic city with lots of buildings and people
4b13f875-1835-493e-b143-59958c608e4a.png,"a surreal * * cognitive illusion * * of an afro nebula third eye awakening, brain key, by oleg shupliak and jeffrey smith, oil on canvas, afrofuturism!, surrealism, astrophotography ",2709651289,7.0,50,k_lms,part-000003.json,/content/images/part-000003/4b13f875-1835-493e-b143-59958c608e4a.png,29,a painting of a child with a face covered in green eyes
5e255e84-d3df-4cc4-9f8b-dcd31d07e2e0.png,"photo illustration ghibli painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation do not draw that fox in picture 3 ",3685331424,9.0,50,k_lms,part-000003.json,/content/images/part-000003/5e255e84-d3df-4cc4-9f8b-dcd31d07e2e0.png,41,a dark room with lots of equipment and a large window
f192db3d-49f0-4791-adb3-4dcbbc5b454f.png,"portrait of a medieval warrior yayoi kusama, goth punk, floral flowers, vibrant colors, surreal, a flemish baroque by alexander mcqueen, art by john collier by greg rutkowski and craig mullins, oil on canvas ",2134726380,10.0,50,k_lms,part-000003.json,/content/images/part-000003/f192db3d-49f0-4791-adb3-4dcbbc5b454f.png,33,a painting of a woman with flowers on her head
874b83fa-e5b8-4b97-a10c-2c563ae99d5b.png,"kodak portra 4 0 0, wetplate, muted colours, 5 0 0 mm lens, 2 0 2 0 s award winning colour portrait of a deep insight inside a 2 0 2 0 s macarons confiserie in paris by saul leiter, insanely detailed, insanely intricate, depth of field, motion blur, vivid colours, blueberry ",1373421508,13.0,50,k_lms,part-000003.json,/content/images/part-000003/874b83fa-e5b8-4b97-a10c-2c563ae99d5b.png,52,a woman walking past a bakery shop with a yellow aw
2d17f3eb-cb35-43e3-be86-a988c9c42028.png,"photo of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation do not draw that fox in picture 3 ",3506481270,9.0,50,k_lms,part-000003.json,/content/images/part-000003/2d17f3eb-cb35-43e3-be86-a988c9c42028.png,38,a room with lots of machines and equipment
84195c17-023c-4c44-93bf-44ab192352c9.png,"photo cartoon illustration comic manga painting of hotel environement : 6 fantasy environement, digital painting, volumetric lighting by feng zhu, 3 d alejandro alvarez alena aenami artworks in 4 k beeple, by thomas kinkade hearstone league of legends dofus overwatch ",216568500,7.0,50,k_lms,part-000003.json,/content/images/part-000003/84195c17-023c-4c44-93bf-44ab192352c9.png,40,"the city of the future, with a lot of buildings and a lot of flowers"
82312346-f22c-4ef9-bb3e-70bd3c5fb318.png,"photo manga illustration comics painting of small scifi machine shop in a shipping container, scifi, cyberpunk, neon lighting, noir, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation ",3685331424,7.0,50,k_lms,part-000003.json,/content/images/part-000003/82312346-f22c-4ef9-bb3e-70bd3c5fb318.png,30,a futuristic city with lots of neon lights
5c414148-ffff-4941-af60-4e3d217be116.png,"photo of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation ",3685331424,9.0,50,k_lms,part-000003.json,/content/images/part-000003/5c414148-ffff-4941-af60-4e3d217be116.png,30,a room with lots of equipment in it
9346454b-76db-4918-824c-a897d62f249d.png,"a steampunk jet fighter diving through the cloudscape, 8 k, matte painting, in the style of greg simkins and leonardo da vinci and bouguereau, ",1683233899,7.0,50,k_lms,part-000003.json,/content/images/part-000003/9346454b-76db-4918-824c-a897d62f249d.png,24,a painting of a plane flying through the sky
da82e825-59c9-4672-9dce-fc81a3dcf1c7.png,"zoological portrait of a human insect with symmetrical glowing compound eyes, overlapping carapace face by kuldar leement and ruan jia and brad rigney and micha karcz and brad rigney 0 0 ",2983650467,7.0,50,k_lms,part-000003.json,/content/images/part-000003/da82e825-59c9-4672-9dce-fc81a3dcf1c7.png,31,a bee with glowing eyes and antennae
2e3e3e6b-3ae6-47a1-8b1d-c663c382ab3f.png,"photo illustration comics painting of small scifi machine shop in a shipping container, scifi, cyberpunk, neon lighting, noir, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation hr giger ",3685331424,7.0,50,k_lms,part-000003.json,/content/images/part-000003/2e3e3e6b-3ae6-47a1-8b1d-c663c382ab3f.png,31,"a dark, dark, and creepy looking room with neon lights"
51c751c1-4ad8-4eb7-b5bb-1dfbcdd0752a.png,"photo of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation gustave dore ",3685331424,9.0,50,k_lms,part-000003.json,/content/images/part-000003/51c751c1-4ad8-4eb7-b5bb-1dfbcdd0752a.png,32,a dark room with lots of equipment and lights
36e262a9-c639-4600-98ba-e3c922065df1.png,"zoological portrait of a human insect with symmetrical glowing compound eyes, overlapping carapace face by kuldar leement and ruan jia and brad rigney and micha karcz and brad rigney 0 0 ",2667176817,7.0,50,k_lms,part-000003.json,/content/images/part-000003/36e262a9-c639-4600-98ba-e3c922065df1.png,31,a close up of a creature with glowing eyes
1ed18a3f-f153-40b6-b87b-e03d1c1407f0.png,"retrofuturistic environment, close up, quint buchholz, wlop, dan mumford, artgerm, liam brazier, peter mohrbacher, raw, featured on artstation, octane render, cinematic, rugged, intricate, 8 k ",1790181253,14.0,50,k_lms,part-000003.json,/content/images/part-000003/1ed18a3f-f153-40b6-b87b-e03d1c1407f0.png,25,a street scene with a person walking down the street
b528db12-5984-42db-8a4f-0d087f2dae7e.png,"lightning with the shape of a dragon, beautiful snowy landscape, dramatic lightning, cinematic, establishing shot, post processed, concept art, artstation ",2698303532,12.0,50,k_lms,part-000003.json,/content/images/part-000003/b528db12-5984-42db-8a4f-0d087f2dae7e.png,20,a storm in the sky with lightning
ed991a05-d159-43a3-8c08-6b8c54ac5e22.png,"photo illustration comics painting of small scifi machine shop in a shipping container, scifi, cyberpunk, neon lighting, noir, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation hr giger gustave dore ",3987291150,7.0,50,k_lms,part-000003.json,/content/images/part-000003/ed991a05-d159-43a3-8c08-6b8c54ac5e22.png,33,a futuristic city with lots of machinery and machinery
634402b0-e01c-4bbe-92f4-2a743bb9eaa8.png,"photo of cthulhu as mad scientist in small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation gustave dore ",1732026299,9.0,50,k_lms,part-000003.json,/content/images/part-000003/634402b0-e01c-4bbe-92f4-2a743bb9eaa8.png,37,a futuristic factory with a man in the background
6f894507-1309-4a32-9c7f-ddaa7531746a.png,"scifi cyberpunk mysterious market on river, golder hours, by william barlowe and pascal blanche and tom bagshaw and elsa beskow and enki bilal and franklin booth / neon rainbow vivid colors smooth, liquid, curves, very fine high detail wide lens 3 5 mm film ",1924219896,9.0,50,k_lms,part-000003.json,/content/images/part-000003/6f894507-1309-4a32-9c7f-ddaa7531746a.png,44,a futuristic city with a futuristic looking building
