image_name,prompt,seed,cfg_scale,steps,sampler,source_json,image_path,prompt_length
1e9bafe4-72ab-4f5d-88f7-7e9eeb17163b.png,"photo manga illustration comics painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation ",1732026299,7.0,50,k_lms,part-000003.json,/content/images/part-000003/1e9bafe4-72ab-4f5d-88f7-7e9eeb17163b.png,34
173f640e-6b91-4ebc-b188-43d150efb54f.png,"photo manga lineart blueprint of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, noir, digital painting, intricate detail, unreal engine, 8 k, volumetric lighting, vulcan render artstation artstation artstation artstation artstation artstation ",3506481270,7.0,50,k_lms,part-000003.json,/content/images/part-000003/173f640e-6b91-4ebc-b188-43d150efb54f.png,38
4c3daf3a-1a7b-4aee-92f1-62dd0e3e0e09.png,"a surreal * * cognitive illusion * *, ( galactic flower garden )!, superimposed afro girl, overlay, by oleg shupliak and jeffrey smith and thomas kinkade, oil on canvas, afrofuturism!, surrealism, astrophotography ",2933170965,7.0,50,k_lms,part-000003.json,/content/images/part-000003/4c3daf3a-1a7b-4aee-92f1-62dd0e3e0e09.png,32
052f2382-e0b8-43b8-9776-e095a0284104.png,zoological portrait of an eyeball octopus by kuldar leement and ruan jia and brad rigney and micha karcz and brad rigney ,1203544051,7.0,50,k_lms,part-000003.json,/content/images/part-000003/052f2382-e0b8-43b8-9776-e095a0284104.png,21
d5e0464e-2a1a-4dff-a41b-27e7093d02f4.png,"photo manga illustration comics painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital painting, intricate detail, unreal engine, 8 k, volumetric lighting, artstation ",3987291150,7.0,30,k_lms,part-000003.json,/content/images/part-000003/d5e0464e-2a1a-4dff-a41b-27e7093d02f4.png,34
05c575e7-a9d0-4638-9fc7-c6b2e914e4e6.png,"a surreal * * cognitive illusion * *, ( galactic flower garden )!, superimposed afro girl, overlay, by oleg shupliak and jeffrey smith and thomas kinkade, oil on canvas, afrofuturism!, surrealism, astrophotography ",3235620107,7.0,50,k_lms,part-000003.json,/content/images/part-000003/05c575e7-a9d0-4638-9fc7-c6b2e914e4e6.png,32
b8e72319-60f2-4a4b-9c5f-0517b20a4ab8.png,"photo manga illustration comics painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation ",3685331424,7.0,25,k_lms,part-000003.json,/content/images/part-000003/b8e72319-60f2-4a4b-9c5f-0517b20a4ab8.png,34
cc04c5f0-1263-4562-a95d-1d4415a331f8.png,zoological portrait of a 6 eyed human insect by kuldar leement and ruan jia and brad rigney and micha karcz and brad rigney ,3410899758,7.0,50,k_lms,part-000003.json,/content/images/part-000003/cc04c5f0-1263-4562-a95d-1d4415a331f8.png,23
9417e367-bf6e-4d21-a3ba-882e53b24634.png,"a surreal * * cognitive illusion * * of an afro nebula, by oleg shupliak and jeffrey smith and thomas kinkade, oil on canvas, afrofuturism!, surrealism, astrophotography ",535133808,7.0,50,k_lms,part-000003.json,/content/images/part-000003/9417e367-bf6e-4d21-a3ba-882e53b24634.png,27
4e6a2611-e5bd-477a-adca-abbc2a3b6f4b.png,"photo manga illustration comics painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, realistic digital painting, intricate detail, unreal engine, 8 k, volumetric lighting, artstation ",1732026299,7.0,50,k_lms,part-000003.json,/content/images/part-000003/4e6a2611-e5bd-477a-adca-abbc2a3b6f4b.png,35
0c2e0af5-19a0-4a5e-a53a-7fe91494cfd5.png,"photo manga illustration comics painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation do not draw that fox in picture 3 ",3506481270,7.0,45,k_lms,part-000003.json,/content/images/part-000003/0c2e0af5-19a0-4a5e-a53a-7fe91494cfd5.png,42
514da8f7-47a5-4f9e-b198-e09eff934e74.png,zoological portrait of a human insect with symmetrical glowing compound eyes by kuldar leement and ruan jia and brad rigney and micha karcz and brad rigney ,3410899758,7.0,50,k_lms,part-000003.json,/content/images/part-000003/514da8f7-47a5-4f9e-b198-e09eff934e74.png,26
f0d9a615-3be4-4727-88aa-d4798a6ad69e.png,"photo manga illustration comics painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation do not draw that fox in picture 3 ",3685331424,9.0,50,k_lms,part-000003.json,/content/images/part-000003/f0d9a615-3be4-4727-88aa-d4798a6ad69e.png,42
9e2cb0ef-0b69-4b06-9c33-b5d2e61d6406.png,"realistic photo manga illustration comics painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, realistic digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation ",3685331424,7.0,50,k_lms,part-000003.json,/content/images/part-000003/9e2cb0ef-0b69-4b06-9c33-b5d2e61d6406.png,36
4673e9c8-ad77-4a66-af8e-03d763e97335.png,"a surreal * * cognitive illusion * * of an afro nebula, by oleg shupliak and jeffrey smith, oil on canvas, afrofuturism!, surrealism, astrophotography ",3867428647,7.0,50,k_lms,part-000003.json,/content/images/part-000003/4673e9c8-ad77-4a66-af8e-03d763e97335.png,24
52e9598f-fb05-4ecc-91c1-b0166bc9d6cf.png,"a spooky scarecrow holding a match, wearing a top hat in front of an old cemetery on fire by josan gonzalez splash art graphic design color splash high contrasting art, fantasy, highly detailed, art by greg rutkowski ",1399057194,10.0,50,k_lms,part-000003.json,/content/images/part-000003/52e9598f-fb05-4ecc-91c1-b0166bc9d6cf.png,37
6eab63ed-44f7-4c53-895f-e06d6700d0b8.png,"realistic photo manga illustration comics painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation ",3685331424,7.0,50,k_lms,part-000003.json,/content/images/part-000003/6eab63ed-44f7-4c53-895f-e06d6700d0b8.png,35
4b13f875-1835-493e-b143-59958c608e4a.png,"a surreal * * cognitive illusion * * of an afro nebula third eye awakening, brain key, by oleg shupliak and jeffrey smith, oil on canvas, afrofuturism!, surrealism, astrophotography ",2709651289,7.0,50,k_lms,part-000003.json,/content/images/part-000003/4b13f875-1835-493e-b143-59958c608e4a.png,29
5e255e84-d3df-4cc4-9f8b-dcd31d07e2e0.png,"photo illustration ghibli painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation do not draw that fox in picture 3 ",3685331424,9.0,50,k_lms,part-000003.json,/content/images/part-000003/5e255e84-d3df-4cc4-9f8b-dcd31d07e2e0.png,41
f192db3d-49f0-4791-adb3-4dcbbc5b454f.png,"portrait of a medieval warrior yayoi kusama, goth punk, floral flowers, vibrant colors, surreal, a flemish baroque by alexander mcqueen, art by john collier by greg rutkowski and craig mullins, oil on canvas ",2134726380,10.0,50,k_lms,part-000003.json,/content/images/part-000003/f192db3d-49f0-4791-adb3-4dcbbc5b454f.png,33
874b83fa-e5b8-4b97-a10c-2c563ae99d5b.png,"kodak portra 4 0 0, wetplate, muted colours, 5 0 0 mm lens, 2 0 2 0 s award winning colour portrait of a deep insight inside a 2 0 2 0 s macarons confiserie in paris by saul leiter, insanely detailed, insanely intricate, depth of field, motion blur, vivid colours, blueberry ",1373421508,13.0,50,k_lms,part-000003.json,/content/images/part-000003/874b83fa-e5b8-4b97-a10c-2c563ae99d5b.png,52
2d17f3eb-cb35-43e3-be86-a988c9c42028.png,"photo of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation do not draw that fox in picture 3 ",3506481270,9.0,50,k_lms,part-000003.json,/content/images/part-000003/2d17f3eb-cb35-43e3-be86-a988c9c42028.png,38
84195c17-023c-4c44-93bf-44ab192352c9.png,"photo cartoon illustration comic manga painting of hotel environement : 6 fantasy environement, digital painting, volumetric lighting by feng zhu, 3 d alejandro alvarez alena aenami artworks in 4 k beeple, by thomas kinkade hearstone league of legends dofus overwatch ",216568500,7.0,50,k_lms,part-000003.json,/content/images/part-000003/84195c17-023c-4c44-93bf-44ab192352c9.png,40
82312346-f22c-4ef9-bb3e-70bd3c5fb318.png,"photo manga illustration comics painting of small scifi machine shop in a shipping container, scifi, cyberpunk, neon lighting, noir, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation ",3685331424,7.0,50,k_lms,part-000003.json,/content/images/part-000003/82312346-f22c-4ef9-bb3e-70bd3c5fb318.png,30
5c414148-ffff-4941-af60-4e3d217be116.png,"photo of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation ",3685331424,9.0,50,k_lms,part-000003.json,/content/images/part-000003/5c414148-ffff-4941-af60-4e3d217be116.png,30
9346454b-76db-4918-824c-a897d62f249d.png,"a steampunk jet fighter diving through the cloudscape, 8 k, matte painting, in the style of greg simkins and leonardo da vinci and bouguereau, ",1683233899,7.0,50,k_lms,part-000003.json,/content/images/part-000003/9346454b-76db-4918-824c-a897d62f249d.png,24
da82e825-59c9-4672-9dce-fc81a3dcf1c7.png,"zoological portrait of a human insect with symmetrical glowing compound eyes, overlapping carapace face by kuldar leement and ruan jia and brad rigney and micha karcz and brad rigney 0 0 ",2983650467,7.0,50,k_lms,part-000003.json,/content/images/part-000003/da82e825-59c9-4672-9dce-fc81a3dcf1c7.png,31
2e3e3e6b-3ae6-47a1-8b1d-c663c382ab3f.png,"photo illustration comics painting of small scifi machine shop in a shipping container, scifi, cyberpunk, neon lighting, noir, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation hr giger ",3685331424,7.0,50,k_lms,part-000003.json,/content/images/part-000003/2e3e3e6b-3ae6-47a1-8b1d-c663c382ab3f.png,31
51c751c1-4ad8-4eb7-b5bb-1dfbcdd0752a.png,"photo of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation gustave dore ",3685331424,9.0,50,k_lms,part-000003.json,/content/images/part-000003/51c751c1-4ad8-4eb7-b5bb-1dfbcdd0752a.png,32
36e262a9-c639-4600-98ba-e3c922065df1.png,"zoological portrait of a human insect with symmetrical glowing compound eyes, overlapping carapace face by kuldar leement and ruan jia and brad rigney and micha karcz and brad rigney 0 0 ",2667176817,7.0,50,k_lms,part-000003.json,/content/images/part-000003/36e262a9-c639-4600-98ba-e3c922065df1.png,31
1ed18a3f-f153-40b6-b87b-e03d1c1407f0.png,"retrofuturistic environment, close up, quint buchholz, wlop, dan mumford, artgerm, liam brazier, peter mohrbacher, raw, featured on artstation, octane render, cinematic, rugged, intricate, 8 k ",1790181253,14.0,50,k_lms,part-000003.json,/content/images/part-000003/1ed18a3f-f153-40b6-b87b-e03d1c1407f0.png,25
b528db12-5984-42db-8a4f-0d087f2dae7e.png,"lightning with the shape of a dragon, beautiful snowy landscape, dramatic lightning, cinematic, establishing shot, post processed, concept art, artstation ",2698303532,12.0,50,k_lms,part-000003.json,/content/images/part-000003/b528db12-5984-42db-8a4f-0d087f2dae7e.png,20
ed991a05-d159-43a3-8c08-6b8c54ac5e22.png,"photo illustration comics painting of small scifi machine shop in a shipping container, scifi, cyberpunk, neon lighting, noir, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation hr giger gustave dore ",3987291150,7.0,50,k_lms,part-000003.json,/content/images/part-000003/ed991a05-d159-43a3-8c08-6b8c54ac5e22.png,33
634402b0-e01c-4bbe-92f4-2a743bb9eaa8.png,"photo of cthulhu as mad scientist in small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation gustave dore ",1732026299,9.0,50,k_lms,part-000003.json,/content/images/part-000003/634402b0-e01c-4bbe-92f4-2a743bb9eaa8.png,37
6f894507-1309-4a32-9c7f-ddaa7531746a.png,"scifi cyberpunk mysterious market on river, golder hours, by william barlowe and pascal blanche and tom bagshaw and elsa beskow and enki bilal and franklin booth / neon rainbow vivid colors smooth, liquid, curves, very fine high detail wide lens 3 5 mm film ",1924219896,9.0,50,k_lms,part-000003.json,/content/images/part-000003/6f894507-1309-4a32-9c7f-ddaa7531746a.png,44
c8f64f96-4fd1-4cfc-8d67-79fdcb1e0e08.png,"photo illustration comics painting of small scifi machine shop in a shipping container, scifi, cyberpunk, neon lighting, noir, digital photography, intricate detail, 8 k, volumetric lighting, artstation hr giger ",3987291150,7.0,50,k_lms,part-000003.json,/content/images/part-000003/c8f64f96-4fd1-4cfc-8d67-79fdcb1e0e08.png,29
54c2c2eb-3473-4481-b38a-cd9d0d5fd933.png,"concept art of dragon attack, lovecraftian, lots of teeth, melting horror, feathers, fighting the horrors of the unknown with laser guns ",622785145,7.0,50,k_lms,part-000003.json,/content/images/part-000003/54c2c2eb-3473-4481-b38a-cd9d0d5fd933.png,21
d51019a2-9a59-4e46-8acd-0595d02ad964.png,"photo of cthulhu small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation gustave dore ",3987291150,9.0,50,k_lms,part-000003.json,/content/images/part-000003/d51019a2-9a59-4e46-8acd-0595d02ad964.png,33
7ccf257e-ed91-40a2-83f7-a3dd299a9dee.png,"painting of a woman with black hair in pink sweatshirt standing in an infinite ocean, her body reflecting in water reflection, painting by james jean, alex ross, hyperdetailed, 4 k, soft lighting, digital art ",2270705825,7.0,50,k_lms,part-000003.json,/content/images/part-000003/7ccf257e-ed91-40a2-83f7-a3dd299a9dee.png,34
07c5ee65-7ba0-4363-b508-380736dee0ca.png,"photo illustration comics painting of small scifi machine shop in a shipping container, scifi, cyberpunk, neon lighting, noir, digital photography, intricate detail, 8 k, volumetric lighting, artstation ",3506481270,7.0,50,k_lms,part-000003.json,/content/images/part-000003/07c5ee65-7ba0-4363-b508-380736dee0ca.png,27
2e9c08f4-3f69-4a74-baa6-909964c70b05.png,"photo illustration painting of small scifi machine shop in a shipping container, scifi, cyberpunk, neon lighting, noir, digital photography, intricate detail, 8 k, volumetric lighting, artstation ",3506481270,7.0,50,k_lms,part-000003.json,/content/images/part-000003/2e9c08f4-3f69-4a74-baa6-909964c70b05.png,26
bd9bccbe-1cf6-4e53-a23f-83e01acd4c06.png,"photo of blade runer small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation sterile ",1732026299,9.0,50,k_lms,part-000003.json,/content/images/part-000003/bd9bccbe-1cf6-4e53-a23f-83e01acd4c06.png,33
779466fa-27dc-48f4-95ef-77a1a6bf7288.png,"old town, machinarium, cute robots, little robots working in a landfill, artwork by chiharu shiota, grainy style, 8 k ",1921452256,7.0,50,k_lms,part-000003.json,/content/images/part-000003/779466fa-27dc-48f4-95ef-77a1a6bf7288.png,19
