image_path,image_name,prompt,blip_caption,clip_similarity_prompt,clip_similarity_caption,similarity_diff
/content/images/part-000003/d57f1e5c-9507-4a6e-8a9e-5507b5ca066c.png,d57f1e5c-9507-4a6e-8a9e-5507b5ca066c.png,"woman on moon, stars, watercolor, face, funny, laughter, vector! pop art, soft line, bright, colorful, clean, cutout, gauche ",a painting of a woman with stars in the background,36.125,30.9375,5.1875
/content/images/part-000003/1ef01d80-a376-471e-8e80-4903ae2ba872.png,1ef01d80-a376-471e-8e80-4903ae2ba872.png,"photo cartoon illustration painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital painting, intricate detail, unreal engine, 8 k, volumetric lighting, artstation ",a room with a lot of junks and junks,36.53125,26.25,10.28125
/content/images/part-000003/be07ca1a-0c44-414d-a664-993320b5b2da.png,be07ca1a-0c44-414d-a664-993320b5b2da.png,"a surreal * * cognitive illusion * * of the silver surfer with dreadlocks, by oleg shupliak and jeffrey smith, oil on canvas, afrofuturism!, surrealism, astrophotography ",a painting of a woman with dread dread hair,32.09375,32.8125,-0.71875
/content/images/part-000003/b01fd2b5-f97d-4711-902c-ecded28f0131.png,b01fd2b5-f97d-4711-902c-ecded28f0131.png,"the gates of heaven, beautiful delicacy, flowing arab art nouveau architecture, repeating patterns, tim hildebrandt, wayne barlowe, bruce pennington, donato giancola, trending on artstation, cinematic composition, beautiful lighting, hyper detailed, 8 k, oil on canvas ",a painting of a man walking through a hallway in a palace,38.90625,31.84375,7.0625
/content/images/part-000003/74d03761-1acd-4de5-9901-eeea2a2f047e.png,74d03761-1acd-4de5-9901-eeea2a2f047e.png,"a surreal * * cognitive illusion * *, galactic flower garden, by oleg shupliak and jeffrey smith and dan mumford, oil on canvas, afrofuturism!, surrealism, astrophotography ","a painting of a large, colorful, psychedelicly looking landscape",29.953125,31.53125,-1.578125
/content/images/part-000003/12d6282e-ce5f-4446-8185-c10493c1d49e.png,12d6282e-ce5f-4446-8185-c10493c1d49e.png,"photo cartoon illustration comic manga painting of cloakroom environement : 6 fantasy environement, digital painting, volumetric lighting by feng zhu, 3 d alejandro alvarez alena aenami artworks in 4 k beeple, by thomas kinkade hearstone league of legends dofus overwatch ",the art of league league league league league league league league league league league league league league league league league league,27.953125,22.234375,5.71875
/content/images/part-000003/2e108b80-f30d-4aaa-83af-c8514ad83c91.png,2e108b80-f30d-4aaa-83af-c8514ad83c91.png,"photo cartoon illustration painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital painting, intricate detail, unreal engine, 8 k, super sharp, volumetric lighting, artstation ",a dark room with neon lights and a lot of junks,34.65625,29.28125,5.375
/content/images/part-000003/d5a03f3f-2a8b-4132-9afa-e620bb1ae515.png,d5a03f3f-2a8b-4132-9afa-e620bb1ae515.png,"photo cartoon illustration painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital painting, intricate detail, unreal engine, 8 k, volumetric lighting, vulcan render artstation artstation artstation artstation artstation artstation ",a white car driving down a road next to a lush green field,5.1875,24.875,-19.6875
/content/images/part-000003/390c7e93-d6ba-4c1d-a7b4-f329391d3887.png,390c7e93-d6ba-4c1d-a7b4-f329391d3887.png,"symmetry!, a surreal * * cognitive illusion * * of a black girl in a galactic flower garden, by oleg shupliak and jeffrey smith and dan mumford, oil on canvas, afrofuturism!, surrealism, astrophotography ",a woman with a brain in her head,32.03125,27.65625,4.375
/content/images/part-000003/63714301-41d9-46d3-ada5-d4b5ae6c7719.png,63714301-41d9-46d3-ada5-d4b5ae6c7719.png,"photo cartoon illustration manga painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital painting, intricate detail, unreal engine, 8 k, volumetric lighting, artstation ",a futuristic city with lots of neon lights,36.375,31.390625,4.984375
/content/images/part-000003/881276e7-9bdf-49fd-a06c-789789a12003.png,881276e7-9bdf-49fd-a06c-789789a12003.png,"photo manga illustration painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital painting, intricate detail, unreal engine, 8 k, volumetric lighting, vulcan render artstation artstation artstation artstation artstation artstation ",a futuristic city with a large window and lots of machinery,33.34375,30.375,2.96875
/content/images/part-000003/b381a6b3-11a0-47e1-9d9d-80e437432df3.png,b381a6b3-11a0-47e1-9d9d-80e437432df3.png,"a surreal * * cognitive illusion * *, galactic flower garden, by oleg shupliak and jeffrey smith and dan mumford, oil on canvas, afrofuturism!, surrealism, astrophotography ","a painting of a psychedelic landscape with a large, colorful flower field",30.796875,34.59375,-3.796875
/content/images/part-000003/aee4e43c-72cf-4c16-b062-6febe0647013.png,aee4e43c-72cf-4c16-b062-6febe0647013.png,"photo cartoon illustration comics painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital painting, intricate detail, unreal engine, 8 k, volumetric lighting, artstation ",a room with lots of tools and equipment,36.09375,27.59375,8.5
/content/images/part-000003/a5b18bd3-3631-458d-9ee0-b4fd7f85a859.png,a5b18bd3-3631-458d-9ee0-b4fd7f85a859.png,"photo manga illustration painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital painting, intricate detail, unreal engine, 8 k, volumetric lighting, vulcan render artstation artstation artstation artstation artstation artstation ",a futuristic city with lots of machinery and machinery,33.78125,28.15625,5.625
/content/images/part-000003/8d9b0f6e-7eae-497d-9e9f-50fed10bb343.png,8d9b0f6e-7eae-497d-9e9f-50fed10bb343.png,"a surreal * * cognitive illusion * *, galactic flower garden, by oleg shupliak and jeffrey smith and thomas kinkade, oil on canvas, afrofuturism!, surrealism, astrophotography ",a painting of a hand holding a ball in the middle of a field,33.28125,26.375,6.90625
/content/images/part-000003/29a7f121-fb3d-4289-af9b-2397fd961229.png,29a7f121-fb3d-4289-af9b-2397fd961229.png,"a surreal * * cognitive illusion * *, galactic flower garden, by oleg shupliak and jeffrey smith and thomas kinkade and wayne barlowe, oil on canvas, afrofuturism!, surrealism, astrophotography ",a painting of mushrooms and other plants in a field,35.9375,31.40625,4.53125
/content/images/part-000003/84247197-c4cb-44ea-884e-1f283d3d8405.png,84247197-c4cb-44ea-884e-1f283d3d8405.png,"photo manga illustration painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon monitor lighting, noir, digital painting, intricate detail, unreal engine, 8 k, volumetric lighting, vulcan render artstation artstation artstation artstation artstation artstation ",a futuristic office with lots of equipment,32.53125,28.421875,4.109375
/content/images/part-000003/31856df3-e599-40b5-84a9-490ae2583357.png,31856df3-e599-40b5-84a9-490ae2583357.png,"photo manga illustration comics painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital painting, intricate detail, unreal engine, 8 k, volumetric lighting, artstation ",a room with lots of different items and equipment,35.59375,24.15625,11.4375
/content/images/part-000003/31c31e07-4f8a-4e66-976d-a88df41b62be.png,31c31e07-4f8a-4e66-976d-a88df41b62be.png,"gnostic goddess, highly detailed, digital painting, trending on artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and magali villeneuve ",a woman with wings and a crown on her head,33.3125,29.5,3.8125
/content/images/part-000003/71ea0e92-bac1-4015-9b07-c5599c2f11b4.png,71ea0e92-bac1-4015-9b07-c5599c2f11b4.png,"photo manga illustration blueprint of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital painting, intricate detail, unreal engine, 8 k, volumetric lighting, vulcan render artstation artstation artstation artstation artstation artstation ",a black and white photo of a factory,31.90625,31.109375,0.796875
/content/images/part-000003/e24eaff1-3bce-4f28-a317-12636ca4c6ce.png,e24eaff1-3bce-4f28-a317-12636ca4c6ce.png,"photo manga illustration comics painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, noir, digital painting, intricate detail, unreal engine, 8 k, volumetric lighting, artstation ",a room filled with lots of different items,34.625,26.203125,8.421875
/content/images/part-000003/6ab069f6-5feb-4e83-b6fd-7a35f76b33e8.png,6ab069f6-5feb-4e83-b6fd-7a35f76b33e8.png,hybrid crossbred chimera animal of a cat and a sloth. photorealistic. highly detailed digital concept art. ,a cat with a pink nose,33.875,24.75,9.125
/content/images/part-000003/6d352787-733a-4ba0-b266-20e43743d4ad.png,6d352787-733a-4ba0-b266-20e43743d4ad.png,"a surreal * * cognitive illusion * *, galactic flower garden afro girl, by oleg shupliak and jeffrey smith and thomas kinkade, oil on canvas, afrofuturism!, surrealism, astrophotography ",a woman with afro hair and flowers on her head,38.59375,31.484375,7.109375
/content/images/part-000003/e7892abf-9ad6-42be-a4f9-0595539f0dad.png,e7892abf-9ad6-42be-a4f9-0595539f0dad.png,"concept art of octopus attack, lovecraftian, lots of teeth, melting horror, fighting the horrors of the unknown with laser guns ","an octopus octopus tentacles are a great addition to any octopus tattoo, octopus tattoo, octopus art, octopus tattoo",30.3125,27.953125,2.359375
/content/images/part-000003/1e9bafe4-72ab-4f5d-88f7-7e9eeb17163b.png,1e9bafe4-72ab-4f5d-88f7-7e9eeb17163b.png,"photo manga illustration comics painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation ",a futuristic city with neon lights and neons,35.375,31.828125,3.546875
/content/images/part-000003/173f640e-6b91-4ebc-b188-43d150efb54f.png,173f640e-6b91-4ebc-b188-43d150efb54f.png,"photo manga lineart blueprint of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, noir, digital painting, intricate detail, unreal engine, 8 k, volumetric lighting, vulcan render artstation artstation artstation artstation artstation artstation ",a black and white photo of a room with lots of equipment,28.875,30.875,-2.0
/content/images/part-000003/4c3daf3a-1a7b-4aee-92f1-62dd0e3e0e09.png,4c3daf3a-1a7b-4aee-92f1-62dd0e3e0e09.png,"a surreal * * cognitive illusion * *, ( galactic flower garden )!, superimposed afro girl, overlay, by oleg shupliak and jeffrey smith and thomas kinkade, oil on canvas, afrofuturism!, surrealism, astrophotography ",a painting of two women in a field of flowers,36.59375,26.171875,10.421875
/content/images/part-000003/052f2382-e0b8-43b8-9776-e095a0284104.png,052f2382-e0b8-43b8-9776-e095a0284104.png,zoological portrait of an eyeball octopus by kuldar leement and ruan jia and brad rigney and micha karcz and brad rigney ,an octopus with a large tentacles and tentacles,32.46875,30.515625,1.953125
/content/images/part-000003/d5e0464e-2a1a-4dff-a41b-27e7093d02f4.png,d5e0464e-2a1a-4dff-a41b-27e7093d02f4.png,"photo manga illustration comics painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital painting, intricate detail, unreal engine, 8 k, volumetric lighting, artstation ",a room with lots of different items and equipment,35.4375,24.21875,11.21875
/content/images/part-000003/05c575e7-a9d0-4638-9fc7-c6b2e914e4e6.png,05c575e7-a9d0-4638-9fc7-c6b2e914e4e6.png,"a surreal * * cognitive illusion * *, ( galactic flower garden )!, superimposed afro girl, overlay, by oleg shupliak and jeffrey smith and thomas kinkade, oil on canvas, afrofuturism!, surrealism, astrophotography ",a painting of a woman with afro hair and flowers,39.15625,31.109375,8.046875
/content/images/part-000003/b8e72319-60f2-4a4b-9c5f-0517b20a4ab8.png,b8e72319-60f2-4a4b-9c5f-0517b20a4ab8.png,"photo manga illustration comics painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation ",a futuristic city with lots of buildings and a lot of lights,34.78125,28.078125,6.703125
/content/images/part-000003/cc04c5f0-1263-4562-a95d-1d4415a331f8.png,cc04c5f0-1263-4562-a95d-1d4415a331f8.png,zoological portrait of a 6 eyed human insect by kuldar leement and ruan jia and brad rigney and micha karcz and brad rigney ,a giant creature with horns and horns on its head,34.65625,29.859375,4.796875
/content/images/part-000003/9417e367-bf6e-4d21-a3ba-882e53b24634.png,9417e367-bf6e-4d21-a3ba-882e53b24634.png,"a surreal * * cognitive illusion * * of an afro nebula, by oleg shupliak and jeffrey smith and thomas kinkade, oil on canvas, afrofuturism!, surrealism, astrophotography ",two people holding a heart shaped balloon in the sky,30.21875,25.09375,5.125
/content/images/part-000003/4e6a2611-e5bd-477a-adca-abbc2a3b6f4b.png,4e6a2611-e5bd-477a-adca-abbc2a3b6f4b.png,"photo manga illustration comics painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, realistic digital painting, intricate detail, unreal engine, 8 k, volumetric lighting, artstation ",a futuristic city with neon lights and neons,34.96875,32.1875,2.78125
/content/images/part-000003/0c2e0af5-19a0-4a5e-a53a-7fe91494cfd5.png,0c2e0af5-19a0-4a5e-a53a-7fe91494cfd5.png,"photo manga illustration comics painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation do not draw that fox in picture 3 ",a room with lots of computers and other items,34.96875,25.890625,9.078125
/content/images/part-000003/514da8f7-47a5-4f9e-b198-e09eff934e74.png,514da8f7-47a5-4f9e-b198-e09eff934e74.png,zoological portrait of a human insect with symmetrical glowing compound eyes by kuldar leement and ruan jia and brad rigney and micha karcz and brad rigney ,a close up of a beetle with red eyes,32.96875,31.765625,1.203125
/content/images/part-000003/f0d9a615-3be4-4727-88aa-d4798a6ad69e.png,f0d9a615-3be4-4727-88aa-d4798a6ad69e.png,"photo manga illustration comics painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation do not draw that fox in picture 3 ",a room with lots of books and a lot of books,35.125,22.359375,12.765625
/content/images/part-000003/9e2cb0ef-0b69-4b06-9c33-b5d2e61d6406.png,9e2cb0ef-0b69-4b06-9c33-b5d2e61d6406.png,"realistic photo manga illustration comics painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, realistic digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation ",a futuristic city with lots of glass and metal,34.1875,27.5,6.6875
/content/images/part-000003/4673e9c8-ad77-4a66-af8e-03d763e97335.png,4673e9c8-ad77-4a66-af8e-03d763e97335.png,"a surreal * * cognitive illusion * * of an afro nebula, by oleg shupliak and jeffrey smith, oil on canvas, afrofuturism!, surrealism, astrophotography ",a painting of a woman with a green face and a red background,28.734375,29.515625,-0.78125
/content/images/part-000003/52e9598f-fb05-4ecc-91c1-b0166bc9d6cf.png,52e9598f-fb05-4ecc-91c1-b0166bc9d6cf.png,"a spooky scarecrow holding a match, wearing a top hat in front of an old cemetery on fire by josan gonzalez splash art graphic design color splash high contrasting art, fantasy, highly detailed, art by greg rutkowski ",a man in a top hat and top hat with a burning cigarette,36.6875,30.4375,6.25
/content/images/part-000003/6eab63ed-44f7-4c53-895f-e06d6700d0b8.png,6eab63ed-44f7-4c53-895f-e06d6700d0b8.png,"realistic photo manga illustration comics painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation ",a futuristic city with lots of buildings and people,34.375,26.40625,7.96875
/content/images/part-000003/4b13f875-1835-493e-b143-59958c608e4a.png,4b13f875-1835-493e-b143-59958c608e4a.png,"a surreal * * cognitive illusion * * of an afro nebula third eye awakening, brain key, by oleg shupliak and jeffrey smith, oil on canvas, afrofuturism!, surrealism, astrophotography ",a painting of a child with a face covered in green eyes,30.71875,28.578125,2.140625
/content/images/part-000003/5e255e84-d3df-4cc4-9f8b-dcd31d07e2e0.png,5e255e84-d3df-4cc4-9f8b-dcd31d07e2e0.png,"photo illustration ghibli painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation do not draw that fox in picture 3 ",a dark room with lots of equipment and a large window,34.625,25.171875,9.453125
/content/images/part-000003/f192db3d-49f0-4791-adb3-4dcbbc5b454f.png,f192db3d-49f0-4791-adb3-4dcbbc5b454f.png,"portrait of a medieval warrior yayoi kusama, goth punk, floral flowers, vibrant colors, surreal, a flemish baroque by alexander mcqueen, art by john collier by greg rutkowski and craig mullins, oil on canvas ",a painting of a woman with flowers on her head,33.53125,26.015625,7.515625
/content/images/part-000003/874b83fa-e5b8-4b97-a10c-2c563ae99d5b.png,874b83fa-e5b8-4b97-a10c-2c563ae99d5b.png,"kodak portra 4 0 0, wetplate, muted colours, 5 0 0 mm lens, 2 0 2 0 s award winning colour portrait of a deep insight inside a 2 0 2 0 s macarons confiserie in paris by saul leiter, insanely detailed, insanely intricate, depth of field, motion blur, vivid colours, blueberry ",a woman walking past a bakery shop with a yellow aw,30.28125,32.65625,-2.375
/content/images/part-000003/2d17f3eb-cb35-43e3-be86-a988c9c42028.png,2d17f3eb-cb35-43e3-be86-a988c9c42028.png,"photo of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation do not draw that fox in picture 3 ",a room with lots of machines and equipment,33.96875,29.28125,4.6875
/content/images/part-000003/84195c17-023c-4c44-93bf-44ab192352c9.png,84195c17-023c-4c44-93bf-44ab192352c9.png,"photo cartoon illustration comic manga painting of hotel environement : 6 fantasy environement, digital painting, volumetric lighting by feng zhu, 3 d alejandro alvarez alena aenami artworks in 4 k beeple, by thomas kinkade hearstone league of legends dofus overwatch ","the city of the future, with a lot of buildings and a lot of flowers",35.9375,28.21875,7.71875
/content/images/part-000003/82312346-f22c-4ef9-bb3e-70bd3c5fb318.png,82312346-f22c-4ef9-bb3e-70bd3c5fb318.png,"photo manga illustration comics painting of small scifi machine shop in a shipping container, scifi, cyberpunk, neon lighting, noir, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation ",a futuristic city with lots of neon lights,32.75,31.53125,1.21875
/content/images/part-000003/5c414148-ffff-4941-af60-4e3d217be116.png,5c414148-ffff-4941-af60-4e3d217be116.png,"photo of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation ",a room with lots of equipment in it,32.03125,25.5,6.53125
/content/images/part-000003/9346454b-76db-4918-824c-a897d62f249d.png,9346454b-76db-4918-824c-a897d62f249d.png,"a steampunk jet fighter diving through the cloudscape, 8 k, matte painting, in the style of greg simkins and leonardo da vinci and bouguereau, ",a painting of a plane flying through the sky,29.546875,28.859375,0.6875
/content/images/part-000003/da82e825-59c9-4672-9dce-fc81a3dcf1c7.png,da82e825-59c9-4672-9dce-fc81a3dcf1c7.png,"zoological portrait of a human insect with symmetrical glowing compound eyes, overlapping carapace face by kuldar leement and ruan jia and brad rigney and micha karcz and brad rigney 0 0 ",a bee with glowing eyes and antennae,33.03125,32.40625,0.625
/content/images/part-000003/2e3e3e6b-3ae6-47a1-8b1d-c663c382ab3f.png,2e3e3e6b-3ae6-47a1-8b1d-c663c382ab3f.png,"photo illustration comics painting of small scifi machine shop in a shipping container, scifi, cyberpunk, neon lighting, noir, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation hr giger ","a dark, dark, and creepy looking room with neon lights",32.90625,26.53125,6.375
/content/images/part-000003/51c751c1-4ad8-4eb7-b5bb-1dfbcdd0752a.png,51c751c1-4ad8-4eb7-b5bb-1dfbcdd0752a.png,"photo of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation gustave dore ",a dark room with lots of equipment and lights,32.65625,25.875,6.78125
/content/images/part-000003/36e262a9-c639-4600-98ba-e3c922065df1.png,36e262a9-c639-4600-98ba-e3c922065df1.png,"zoological portrait of a human insect with symmetrical glowing compound eyes, overlapping carapace face by kuldar leement and ruan jia and brad rigney and micha karcz and brad rigney 0 0 ",a close up of a creature with glowing eyes,31.65625,29.265625,2.390625
/content/images/part-000003/1ed18a3f-f153-40b6-b87b-e03d1c1407f0.png,1ed18a3f-f153-40b6-b87b-e03d1c1407f0.png,"retrofuturistic environment, close up, quint buchholz, wlop, dan mumford, artgerm, liam brazier, peter mohrbacher, raw, featured on artstation, octane render, cinematic, rugged, intricate, 8 k ",a street scene with a person walking down the street,26.140625,21.671875,4.46875
/content/images/part-000003/b528db12-5984-42db-8a4f-0d087f2dae7e.png,b528db12-5984-42db-8a4f-0d087f2dae7e.png,"lightning with the shape of a dragon, beautiful snowy landscape, dramatic lightning, cinematic, establishing shot, post processed, concept art, artstation ",a storm in the sky with lightning,33.0,28.015625,4.984375
/content/images/part-000003/ed991a05-d159-43a3-8c08-6b8c54ac5e22.png,ed991a05-d159-43a3-8c08-6b8c54ac5e22.png,"photo illustration comics painting of small scifi machine shop in a shipping container, scifi, cyberpunk, neon lighting, noir, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation hr giger gustave dore ",a futuristic city with lots of machinery and machinery,34.09375,27.5,6.59375
/content/images/part-000003/634402b0-e01c-4bbe-92f4-2a743bb9eaa8.png,634402b0-e01c-4bbe-92f4-2a743bb9eaa8.png,"photo of cthulhu as mad scientist in small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation gustave dore ",a futuristic factory with a man in the background,32.03125,29.6875,2.34375
/content/images/part-000003/6f894507-1309-4a32-9c7f-ddaa7531746a.png,6f894507-1309-4a32-9c7f-ddaa7531746a.png,"scifi cyberpunk mysterious market on river, golder hours, by william barlowe and pascal blanche and tom bagshaw and elsa beskow and enki bilal and franklin booth / neon rainbow vivid colors smooth, liquid, curves, very fine high detail wide lens 3 5 mm film ",a futuristic city with a futuristic looking building,31.21875,31.25,-0.03125
/content/images/part-000003/c8f64f96-4fd1-4cfc-8d67-79fdcb1e0e08.png,c8f64f96-4fd1-4cfc-8d67-79fdcb1e0e08.png,"photo illustration comics painting of small scifi machine shop in a shipping container, scifi, cyberpunk, neon lighting, noir, digital photography, intricate detail, 8 k, volumetric lighting, artstation hr giger ",a room with lots of equipment and a large window,33.46875,24.96875,8.5
/content/images/part-000003/54c2c2eb-3473-4481-b38a-cd9d0d5fd933.png,54c2c2eb-3473-4481-b38a-cd9d0d5fd933.png,"concept art of dragon attack, lovecraftian, lots of teeth, melting horror, feathers, fighting the horrors of the unknown with laser guns ",a group of dragons fighting over a fire,29.71875,31.453125,-1.734375
/content/images/part-000003/d51019a2-9a59-4e46-8acd-0595d02ad964.png,d51019a2-9a59-4e46-8acd-0595d02ad964.png,"photo of cthulhu small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation gustave dore ",a room with a computer and a green light,35.1875,25.65625,9.53125
/content/images/part-000003/7ccf257e-ed91-40a2-83f7-a3dd299a9dee.png,7ccf257e-ed91-40a2-83f7-a3dd299a9dee.png,"painting of a woman with black hair in pink sweatshirt standing in an infinite ocean, her body reflecting in water reflection, painting by james jean, alex ross, hyperdetailed, 4 k, soft lighting, digital art ",a woman in a pink hoodie with a blue background,37.125,26.6875,10.4375
/content/images/part-000003/07c5ee65-7ba0-4363-b508-380736dee0ca.png,07c5ee65-7ba0-4363-b508-380736dee0ca.png,"photo illustration comics painting of small scifi machine shop in a shipping container, scifi, cyberpunk, neon lighting, noir, digital photography, intricate detail, 8 k, volumetric lighting, artstation ",a room with lots of computers and other items,32.53125,26.703125,5.828125
